mappingDOID,geneNID,Predicted Rating,True Rating
33,4032,0.986944317817688,1.0
33,705,0.986863136291504,1.0
33,4251,0.986464023590088,1.0
33,4828,0.9862599968910216,1.0
33,6914,0.9862186312675476,1.0
33,13185,0.9861177802085876,1.0
33,3214,0.9858894348144532,1.0
33,6260,0.9856972694396972,1.0
33,2920,0.9856827855110168,1.0
33,5892,0.9856248497962952,1.0
33,5083,0.9856022000312804,1.0
33,1957,0.9854642748832704,1.0
33,3175,0.9852958917617798,1.0
33,1744,0.9848677515983582,1.0
33,7349,0.9839412569999696,1.0
33,8058,0.9834086894989014,1.0
33,1776,0.983391046524048,1.0
33,4931,0.983357310295105,1.0
33,1681,0.9833373427391052,1.0
33,6343,0.9833109378814696,1.0
33,4587,0.9831647872924804,1.0
33,2229,0.9824504256248474,1.0
33,4137,0.9824498891830444,1.0
33,10064,0.9823461174964904,1.0
33,19627,0.9818768501281738,1.0
33,151,0.9815928339958192,1.0
33,18026,0.9815112948417664,1.0
33,1494,0.9815038442611694,1.0
33,5455,0.9813000559806824,1.0
33,3401,0.9812387228012084,1.0
33,1404,0.981023907661438,1.0
33,4791,0.9809848070144652,1.0
33,6337,0.9808260798454284,1.0
33,1115,0.9804441928863524,1.0
33,2668,0.9804276823997498,1.0
33,11972,0.9803813099861144,1.0
33,40,0.9799962043762208,1.0
33,4651,0.9799583554267884,1.0
33,715,0.9793242812156676,1.0
33,136,0.9788915514945984,1.0
33,3193,0.9787985682487488,1.0
33,3267,0.9786487221717834,1.0
33,2096,0.9785208702087402,1.0
33,5175,0.9783909916877748,1.0
33,5147,0.9783203601837158,1.0
33,6617,0.9782500863075256,1.0
33,1543,0.9775790572166444,0.800000011920929
33,1930,0.9770964980125428,1.0
33,332,0.9770320653915404,1.0
33,2794,0.9761995673179626,1.0
33,5153,0.9756646752357484,1.0
33,12533,0.9756026268005372,1.0
33,3672,0.9752688407897948,1.0
33,26130,0.9748274683952332,1.0
33,21269,0.974815845489502,1.0
33,8475,0.9740549325942992,1.0
33,1043,0.9737096428871156,1.0
33,5241,0.9735996723175048,1.0
33,779,0.971780240535736,1.0
33,11600,0.9714061617851256,0.0
33,1946,0.9711034297943116,1.0
33,2455,0.9681562185287476,1.0
33,3763,0.9679025411605836,1.0
33,7265,0.9662947058677672,1.0
33,5196,0.9656367301940918,1.0
33,6544,0.9649766683578492,1.0
33,9721,0.9647740125656128,1.0
33,25922,0.9635455012321472,1.0
33,3113,0.9627726078033448,1.0
33,4178,0.959814727306366,0.0
33,7945,0.956576645374298,1.0
33,12343,0.9539505243301392,0.0
33,6640,0.953302562236786,1.0
34,2590,0.9650630354881288,1.0
34,5215,0.9465309977531432,1.0
35,973,0.92592191696167,1.0
36,440,0.95810204744339,0.0
36,2806,0.9537484049797058,1.0
37,2960,0.9783217310905457,1.0
37,2508,0.978253185749054,1.0
37,4905,0.9725309014320374,1.0
37,17670,0.957557737827301,1.0
37,245,0.9569246172904968,0.9859696626663208
37,13220,0.9472519755363464,1.0
37,89,0.9464967846870422,1.0
38,2270,0.9440755844116212,1.0
38,2274,0.9294084310531616,1.0
39,2508,0.9775943160057068,1.0
39,2269,0.9756842255592346,1.0
39,2516,0.9668144583702089,1.0
39,700,0.9644948244094848,1.0
40,4172,0.984915018081665,1.0
40,2948,0.9745109677314758,1.0
40,320,0.9698275923728944,1.0
40,9842,0.9697120785713196,1.0
40,14524,0.9552634954452516,1.0
40,232,0.9475942850112916,1.0
41,2516,0.9621217846870422,1.0
41,3652,0.9562123417854308,1.0
41,29,0.9539976119995116,1.0
41,10154,0.938331127166748,1.0
42,1924,0.8831741809844971,1.0
44,12581,0.9619953632354736,1.0
44,3341,0.9535011053085328,1.0
44,2595,0.9517647624015808,1.0
44,9713,0.9431207180023192,1.0
46,8649,0.9596754908561708,1.0
47,20204,0.8786320686340332,1.0
48,4399,0.9282747507095336,1.0
49,13116,0.9201926589012146,1.0
50,2524,0.9746599793434144,1.0
50,3344,0.9715749025344848,1.0
50,3393,0.9709742665290833,1.0
50,14210,0.9668110013008118,1.0
50,5307,0.9645386338233948,0.9571428298950196
50,5650,0.9636109471321106,1.0
50,1489,0.9611755609512328,1.0
50,5433,0.9466078877449036,0.0
51,3710,0.945637583732605,1.0
52,17959,0.838252067565918,1.0
53,3705,0.960909903049469,1.0
53,13071,0.95196533203125,1.0
53,10291,0.9515341520309448,1.0
53,5433,0.93235981464386,1.0
53,3499,0.9270769953727722,1.0
55,3051,0.9291364550590516,1.0
56,4848,0.9870850443840028,1.0
56,2610,0.9861822128295898,1.0
56,2187,0.9859033823013306,1.0
56,4260,0.9851462244987488,1.0
56,4995,0.9850109219551086,1.0
56,4282,0.9836990833282472,1.0
56,3469,0.9833863377571106,1.0
56,3432,0.983070433139801,1.0
56,15794,0.982973575592041,0.6666666865348816
56,6170,0.9828381538391112,1.0
56,3999,0.9822916984558104,1.0
56,18470,0.9817814826965332,1.0
56,2920,0.9815593957901,1.0
56,424,0.9807260632514954,1.0
56,4638,0.9807248115539552,1.0
56,228,0.980676531791687,1.0
56,1713,0.9801005125045776,1.0
56,13251,0.9796476364135742,1.0
56,3285,0.9782087802886964,1.0
56,5149,0.9776889085769652,1.0
56,10994,0.9775404334068298,1.0
56,2229,0.977417528629303,1.0
56,976,0.9773414731025696,1.0
56,2161,0.9766621589660645,1.0
56,8298,0.9764742255210876,1.0
56,3040,0.9761170148849488,1.0
56,849,0.975902259349823,1.0
56,10658,0.9758222103118896,1.0
56,240,0.9755460023880004,1.0
56,3931,0.975519835948944,1.0
56,9657,0.9751483201980592,1.0
56,3187,0.9751319885253906,1.0
56,2933,0.9749479293823242,1.0
56,2873,0.9749123454093932,1.0
56,10216,0.9747394919395448,1.0
56,7154,0.9734773635864258,1.0
56,2259,0.97345769405365,1.0
56,2595,0.9717562198638916,1.0
56,3215,0.970778226852417,1.0
56,91,0.9705378413200378,1.0
56,5135,0.9703189134597778,1.0
56,7463,0.9702104330062866,1.0
56,21500,0.9693230390548706,1.0
56,6435,0.9690235257148744,1.0
56,3895,0.9688602089881896,1.0
56,4550,0.9670103788375854,1.0
56,1082,0.9659045934677124,1.0
56,2574,0.9651937484741212,1.0
56,759,0.9638779759407043,1.0
56,4485,0.9638050198554992,1.0
56,15859,0.9625101685523988,1.0
56,8446,0.9621880054473876,1.0
56,5411,0.9610808491706848,1.0
56,174,0.9596292972564696,1.0
56,9650,0.958178460597992,1.0
56,5196,0.9559980034828186,1.0
56,4505,0.9545732140541076,1.0
56,9320,0.9528244137763976,1.0
56,15050,0.9512678384780884,1.0
56,2134,0.949369490146637,1.0
56,5,0.9347619414329528,0.5
57,5043,0.9576951861381532,1.0
57,3520,0.9575337767601012,1.0
57,4318,0.9548747539520264,1.0
57,404,0.9497995972633362,1.0
57,2305,0.9321726560592652,0.5
57,9997,0.9277275204658508,1.0
57,2611,0.9271439909934998,1.0
57,4551,0.9249529242515564,1.0
57,2571,0.9130688309669496,1.0
57,3497,0.9098262190818788,0.5
57,1340,0.9002923369407654,1.0
57,18773,0.8623781800270081,0.0
58,7798,0.9870020151138306,1.0
58,172,0.9866217970848083,1.0
58,176,0.9854822158813475,1.0
58,271,0.985463798046112,1.0
58,2508,0.9850533604621888,1.0
58,8727,0.9809783697128296,1.0
58,2176,0.9797955751419068,1.0
58,1646,0.9794671535491944,1.0
58,2237,0.9781048893928528,1.0
58,8451,0.9771076440811156,1.0
58,243,0.975209891796112,1.0
58,3464,0.974442720413208,1.0
58,6986,0.9735723733901978,1.0
58,7404,0.9734434485435486,1.0
58,702,0.9704997539520264,1.0
58,2126,0.9658247232437134,1.0
59,350,0.9774999022483826,1.0
59,10413,0.9756861329078674,1.0
59,1533,0.975019097328186,0.75
59,2383,0.9741668105125428,1.0
59,11437,0.9732937812805176,0.0
59,1069,0.970200538635254,0.75
59,8769,0.9686279892921448,1.0
59,1526,0.9636205434799194,0.8888888955116272
59,7593,0.9599102735519408,1.0
59,6471,0.9570230841636658,1.0
59,5241,0.9548410177230836,0.9285714030265808
59,1219,0.954535186290741,1.0
59,2126,0.945347249507904,1.0
59,7447,0.9376664757728576,1.0
60,1939,0.96924889087677,1.0
60,287,0.9669100642204284,1.0
60,278,0.9646897315979004,1.0
60,9885,0.9629142880439758,1.0
60,3415,0.9598663449287416,1.0
60,4356,0.93022221326828,1.0
61,50,0.974058210849762,1.0
61,10325,0.9725508689880372,1.0
61,2929,0.970001757144928,1.0
61,2590,0.969968855381012,1.0
62,13474,0.983350157737732,1.0
62,1885,0.9807460308074952,1.0
62,1454,0.9792826771736144,1.0
62,3026,0.9784294366836548,1.0
62,4527,0.9767320156097412,1.0
62,2096,0.9750276207923888,1.0
62,5153,0.9717203378677368,1.0
62,5155,0.9687429666519164,1.0
63,3800,0.9702381491661072,1.0
63,1617,0.9669039249420166,1.0
63,3068,0.9633917212486268,1.0
63,18918,0.9578481316566468,1.0
63,6498,0.9510643482208252,0.0
63,13569,0.9456485509872437,1.0
63,12304,0.9449700713157654,1.0
63,6701,0.940698266029358,1.0
63,2661,0.9247256517410278,1.0
64,322,0.9581742882728576,1.0
64,3222,0.9268377423286438,1.0
65,274,0.9698853492736816,1.0
65,16695,0.953042209148407,1.0
65,5406,0.9240446090698242,1.0
66,5721,0.9605643153190612,0.0
66,215,0.959596872329712,1.0
66,3222,0.9426046013832092,1.0
67,2438,0.9408591389656068,1.0
68,2855,0.9647207856178284,1.0
68,10243,0.9371423721313475,1.0
69,4843,0.960420787334442,1.0
70,14799,0.9865564703941344,1.0
70,331,0.9863126873970032,1.0
70,16620,0.9859711527824402,1.0
70,3863,0.9844687581062316,1.0
70,2438,0.980010449886322,1.0
70,2201,0.9797491431236268,1.0
70,4404,0.9752568006515504,1.0
70,17991,0.9697410464286804,1.0
71,2642,0.9579887986183168,1.0
71,6685,0.9553066492080688,1.0
71,2910,0.9518747925758362,1.0
71,6622,0.9458369612693788,1.0
72,320,0.9470229148864746,1.0
72,17645,0.9142336845397948,1.0
73,3724,0.9416930079460144,1.0
73,3725,0.909217119216919,1.0
74,50,0.9815356135368348,1.0
74,9949,0.9790197014808656,1.0
74,1180,0.9773418307304382,1.0
74,1294,0.9766080379486084,1.0
74,2711,0.9699901938438416,1.0
74,6344,0.9625731110572816,1.0
74,1985,0.960310697555542,1.0
74,4744,0.9556366205215454,1.0
74,15465,0.9305222630500792,1.0
75,2823,0.9663999676704408,1.0
75,9399,0.9628559350967408,1.0
75,18504,0.9626308679580688,1.0
75,159,0.9572163820266724,1.0
75,6386,0.9572087526321412,1.0
75,724,0.9553316831588744,1.0
75,160,0.9532530903816224,1.0
75,3422,0.9510095715522766,1.0
75,2813,0.9496396780014038,1.0
75,13677,0.948268175125122,0.0
75,1527,0.943754494190216,1.0
75,4,0.9348481893539428,1.0
75,2131,0.9302181601524352,0.0
76,278,0.965003788471222,1.0
76,2826,0.9614927768707277,1.0
76,17325,0.9385706186294556,1.0
77,50,0.981355845928192,1.0
77,9480,0.970048487186432,1.0
77,4751,0.961949110031128,1.0
78,1475,0.9655927419662476,1.0
78,2758,0.9642540216445924,1.0
78,7439,0.9637187719345092,1.0
78,1352,0.9594557285308838,1.0
78,215,0.9562922716140748,1.0
78,2331,0.9537095427513124,1.0
78,4551,0.9522942900657654,1.0
78,11374,0.938618302345276,0.9801587462425232
78,1990,0.93648099899292,1.0
79,296,0.979182779788971,1.0
79,4240,0.965694546699524,1.0
79,10433,0.9609540700912476,1.0
79,12343,0.9176353812217712,1.0
80,50,0.9763118624687196,1.0
80,9218,0.9746783375740052,1.0
80,9069,0.9689791202545166,1.0
80,15811,0.9689372181892396,1.0
80,657,0.9662975668907166,1.0
80,2771,0.9541053771972656,1.0
80,2767,0.952043354511261,1.0
80,2769,0.949747622013092,1.0
80,8557,0.9340353608131408,1.0
81,151,0.965390920639038,1.0
81,4073,0.9638774394989014,1.0
81,11676,0.961280643939972,1.0
81,6091,0.9499040246009828,1.0
82,284,0.9414023756980896,1.0
82,2939,0.9297158718109132,1.0
83,9302,0.9735352993011476,1.0
83,2427,0.971527338027954,1.0
83,2639,0.9651823043823242,1.0
83,2002,0.9602678418159484,1.0
83,19034,0.9481984376907348,1.0
83,1201,0.9372798800468444,0.6666666865348816
83,16444,0.93438720703125,1.0
83,9365,0.9240531325340272,1.0
84,4313,0.9813320636749268,1.0
84,4936,0.9810250401496888,1.0
84,4305,0.980158805847168,1.0
84,294,0.9791173934936525,1.0
84,5653,0.9787409901618958,1.0
84,18490,0.97749525308609,1.0
84,1439,0.977235734462738,1.0
84,775,0.9766968488693236,1.0
84,2526,0.9717804193496704,1.0
84,4939,0.9713303446769714,1.0
84,10434,0.9709477424621582,1.0
84,18026,0.9700507521629332,1.0
84,3602,0.9698508977890016,1.0
84,2214,0.9685776829719543,1.0
84,1636,0.9666564464569092,1.0
84,778,0.965942084789276,1.0
84,3694,0.9646111726760864,1.0
84,4836,0.9624433517456056,1.0
84,3070,0.9611131548881532,1.0
84,470,0.9581695795059204,1.0
84,2581,0.9560152888298036,1.0
84,7571,0.9557785987854004,1.0
84,779,0.954566776752472,1.0
84,1110,0.95445317029953,1.0
84,704,0.9536193609237672,1.0
85,50,0.9748985171318054,1.0
85,5744,0.9679678678512572,0.9743589758872986
85,13622,0.9652782678604126,1.0
85,15350,0.9548560380935668,1.0
85,1183,0.9463035464286804,1.0
86,4635,0.9659255146980286,1.0
86,156,0.952403724193573,1.0
86,9991,0.9228576421737672,1.0
86,10468,0.9202598929405212,1.0
87,2383,0.9680848121643066,1.0
87,6465,0.943304181098938,1.0
87,130,0.9396006464958192,0.960547924041748
88,1238,0.9584414958953856,1.0
88,1184,0.9247377514839172,1.0
89,4654,0.9702994227409364,1.0
89,2845,0.9693278670310974,1.0
89,3697,0.9670701026916504,1.0
89,2348,0.9640957713127136,1.0
89,184,0.9612736105918884,0.0
89,2354,0.9577205181121826,1.0
89,7614,0.9516742825508118,1.0
90,1848,0.9466874599456788,1.0
91,2135,0.933409571647644,1.0
92,136,0.9568814039230348,1.0
92,13282,0.9512590169906616,1.0
93,2611,0.9319924712181092,1.0
93,2834,0.8855151534080505,1.0
94,5335,0.9487884640693665,1.0
95,769,0.9747426509857178,1.0
95,2808,0.9693840146064758,1.0
95,1587,0.9687215089797974,1.0
95,151,0.9677336812019348,1.0
95,3499,0.9326666593551636,1.0
96,1430,0.9618470072746276,1.0
96,2312,0.9337572455406188,1.0
97,2058,0.9776154160499572,1.0
